clip_id,file_name,start_time_s,end_time_s,qc_result,y_bin,rms_mean,crest_factor_db,true_peak_dbfs,short_term_lufs_mean,loudness_var_proxy_db,silence_ratio,stereo_correlation,spectral_centroid_mean,spectral_flatness_mean,clipping_ratio,near_ceiling_ratio
COCINANDO_PGR_08_B1_POL1_81,COCINANDO_PGR_08_B1_POL1.wav,400,405,falla,1,0.007886637933552265,14.962991079553891,-27.099323258158673,-42.638719338102334,3.9639673233032227,0.1482625,-0.9228137568520924,2108.3789688977295,0.002041179919615388,0.0,0.0
COCINANDO_PGR_08_B1_POL1_82,COCINANDO_PGR_08_B1_POL1.wav,405,410,falla,1,0.009391626343131065,14.328249305800966,-26.21849492845413,-44.532716894049486,3.4835901260375977,0.11455833333333333,-0.9070698079707593,1738.09677599827,0.0007244212320074439,0.0,0.0
COCINANDO_PGR_08_B1_POL1_83,COCINANDO_PGR_08_B1_POL1.wav,410,415,falla,1,0.017537984997034073,17.224931151575607,-17.88528130057547,-37.28912278670978,5.2171759605407715,0.07984583333333334,-0.7496292258009637,1761.8289403468457,0.0004964520921930671,0.0,0.0
COCINANDO_PGR_08_B1_POL1_84,COCINANDO_PGR_08_B1_POL1.wav,415,420,falla,1,0.014040496200323105,17.54205711793915,-19.380953842839933,-37.83405505202276,6.213700771331787,0.10302083333333334,-0.7951777719222483,2168.7978869149324,0.0010861908085644245,0.0,0.0
COCINANDO_PGR_08_B1_POL1_85,COCINANDO_PGR_08_B1_POL1.wav,420,425,falla,1,0.002848763018846512,13.339417731199191,-37.46478600367457,-51.413530099836194,1.6718240976333618,0.3084166666666667,-0.9960258865800536,2322.8408264901273,0.0013840310275554657,0.0,0.0
COCINANDO_PGR_08_B1_POL1_86,COCINANDO_PGR_08_B1_POL1.wav,425,430,falla,1,0.0030109414365142584,17.78940763745473,-32.62970144079206,-50.891426506284276,1.9871783256530762,0.3136041666666667,-0.9902169137281985,2554.968097995717,0.006016521714627743,0.0,0.0
COCINANDO_PGR_08_B1_POL1_87,COCINANDO_PGR_08_B1_POL1.wav,430,435,falla,1,0.0064768060110509396,16.069503780086023,-27.6034612317329,-44.32939184684464,2.3820388317108154,0.13982916666666667,-0.9361554947239159,3177.5645298601744,0.004551397170871496,0.0,0.0
COCINANDO_PGR_08_B1_POL1_88,COCINANDO_PGR_08_B1_POL1.wav,435,440,falla,1,0.008525385521352291,18.16998452505926,-23.2157499261309,-42.90584335737486,11.44650936126709,0.21227916666666666,-0.9566077865118966,2252.0360258217347,0.062308479100465775,0.0,0.0
COCINANDO_PGR_08_B1_POL1_89,COCINANDO_PGR_08_B1_POL1.wav,440,445,falla,1,0.006581116002053022,16.23504459344926,-27.394752359503794,-48.4636345311045,2.8117032051086426,0.1419375,-0.9619170342568285,1613.3897887829148,0.00044257764238864183,0.0,0.0
COCINANDO_PGR_08_B1_POL1_90,COCINANDO_PGR_08_B1_POL1.wav,445,450,falla,1,0.007481271866708994,9.591036071505172,-32.91073166476907,-47.645524685703776,0.8288819193840027,0.074125,-0.9623034349020101,1362.6463183652404,0.00024283473612740636,0.0,0.0
COCINANDO_PGR_08_B1_POL1_91,COCINANDO_PGR_08_B1_POL1.wav,450,455,falla,1,0.008129248395562172,9.624941127206803,-32.1744925906376,-47.557069152603525,0.7139826416969299,0.06209166666666667,-0.9437314086129999,1168.4262469195205,9.853993105934933e-05,0.0,0.0
COCINANDO_PGR_08_B1_POL1_92,COCINANDO_PGR_08_B1_POL1.wav,455,460,falla,1,0.007633417844772339,11.58911027981334,-30.75938072607746,-46.62070160601746,3.243626356124878,0.1165375,-0.9615632743645597,1760.5881388938142,0.0016711704665794969,0.0,0.0
COCINANDO_PGR_08_B1_POL1_93,COCINANDO_PGR_08_B1_POL1.wav,460,465,falla,1,0.0033811882603913546,15.475550022414353,-33.93528631606418,-50.163539617613914,2.42281174659729,0.3656,-0.9914785987997682,3435.1719805581533,0.01993146352469921,0.0,0.0
COCINANDO_PGR_08_B1_POL1_94,COCINANDO_PGR_08_B1_POL1.wav,465,470,falla,1,0.005136784631758928,13.457630494755882,-32.328257398285466,-48.183947713181695,2.071397542953491,0.184075,-0.9853578654753588,2882.8715200691586,0.004655318334698677,0.0,0.0
COCINANDO_PGR_08_B1_POL1_95,COCINANDO_PGR_08_B1_POL1.wav,470,475,falla,1,0.008825290016829967,8.948278918313285,-32.13561165368788,-46.88930517773066,1.1244655847549438,0.0567,-0.9354647744269562,1717.2748908014985,0.0004927683039568365,0.0,0.0
COCINANDO_PGR_08_B1_POL1_96,COCINANDO_PGR_08_B1_POL1.wav,475,480,falla,1,0.00886924285441637,9.500556736302691,-31.52159393650432,-46.86725142382004,0.685224711894989,0.05769166666666667,-0.9268395831085051,1341.746720729852,0.00016602523101028055,0.0,0.0
